ID,AssignedTo,CPUDemand,SemanticVector,Step
3,1.0,3,"[0.8312582969665527, 0.41888585686683655, 0.10631971061229706, 0.6821354627609253, 0.1141376867890358, 0.022763900458812714, 0.48287564516067505, 0.5165658593177795, 0.9463110566139221, 0.8131867051124573, 0.08389650285243988, 0.7740615010261536, 0.620900571346283, 0.44504961371421814, 0.8096638917922974, 0.7973659634590149]",404
4,1.0,4,"[0.1756725311279297, 0.20432481169700623, 0.33517712354660034, 0.24417899549007416, 0.2230226695537567, 0.07420048117637634, 0.6453740000724792, 0.15465977787971497, 0.3937470316886902, 0.4344387948513031, 0.10700801759958267, 0.8815398216247559, 0.7609849572181702, 0.9115607738494873, 0.6632742285728455, 0.813687801361084]",404
5,1.0,5,"[0.7718271017074585, 0.9470877647399902, 0.14748163521289825, 0.881761908531189, 0.6427526473999023, 0.9185616970062256, 0.7940851449966431, 0.1583298295736313, 0.8047856092453003, 0.3896874785423279, 0.18131078779697418, 0.015219983644783497, 0.7977129220962524, 0.8119972348213196, 0.02065446227788925, 0.80558842420578]",404
6,1.0,1,"[0.9595285654067993, 0.5542281270027161, 0.005360159557312727, 0.20488782227039337, 0.2077222466468811, 0.477888822555542, 0.04087670519948006, 0.06725113838911057, 0.8343687057495117, 0.6000891327857971, 0.19886790215969086, 0.801102340221405, 0.5210372805595398, 0.4579833745956421, 0.6610174775123596, 0.15322330594062805]",404
1,1.0,1,"[0.23195841908454895, 0.6042051911354065, 0.5584567785263062, 0.024656537920236588, 0.6943133473396301, 0.5539656281471252, 0.55770343542099, 0.6242760419845581, 0.4807763993740082, 0.6926410794258118, 0.27472615242004395, 0.827500581741333, 0.41415777802467346, 0.9004717469215393, 0.07191671431064606, 0.632304847240448]",405
2,1.0,2,"[0.8760917782783508, 0.16554704308509827, 0.4241194427013397, 0.7989441156387329, 0.9259152412414551, 0.758031964302063, 0.923588216304779, 0.5796300172805786, 0.2543186545372009, 0.7492098808288574, 0.3423197567462921, 0.7048617601394653, 0.32108259201049805, 0.04946901649236679, 0.3385225534439087, 0.20274575054645538]",405
3,6.0,3,"[0.23067606985569, 0.7488037347793579, 0.269972562789917, 0.42450499534606934, 0.588543176651001, 0.18163150548934937, 0.7260791659355164, 0.47806480526924133, 0.9468756914138794, 0.818225622177124, 0.9632561206817627, 0.9895485043525696, 0.7603449821472168, 0.01899830810725689, 0.419067919254303, 0.3824693262577057]",405
4,1.0,4,"[0.794619619846344, 0.49546802043914795, 0.8562598824501038, 0.49262142181396484, 0.34640058875083923, 0.5791975259780884, 0.7109414339065552, 0.32958853244781494, 0.7456527352333069, 0.7497891783714294, 0.6410241723060608, 0.8219878077507019, 0.1939062476158142, 0.9777697324752808, 0.1750972718000412, 0.9402241706848145]",405
5,1.0,5,"[0.6302317380905151, 0.14138789474964142, 0.8789269924163818, 0.3691873848438263, 0.28061044216156006, 0.17974601686000824, 0.37544646859169006, 0.12788721919059753, 0.6319578886032104, 0.8656357526779175, 0.7896133661270142, 0.38812169432640076, 0.965155303478241, 0.839514434337616, 0.9449942111968994, 0.6801875233650208]",405
6,1.0,1,"[0.6096403002738953, 0.7437328696250916, 0.3114033043384552, 0.723097026348114, 0.7089528441429138, 0.7000483870506287, 0.9021924734115601, 0.14099204540252686, 0.8115172982215881, 0.20106437802314758, 0.648707389831543, 0.822644829750061, 0.40432828664779663, 0.09986381977796555, 0.530123233795166, 0.48385563492774963]",405
1,1.0,1,"[0.5070512890815735, 0.5457591414451599, 0.7064430713653564, 0.6572606563568115, 0.9309335947036743, 0.34156540036201477, 0.15718403458595276, 0.3414246737957001, 0.485903799533844, 0.1789877712726593, 0.4511098861694336, 0.5355462431907654, 0.7401206493377686, 0.8837655186653137, 0.9233275651931763, 0.22089414298534393]",406
2,1.0,2,"[0.3830791115760803, 0.5882549285888672, 0.0035879614297300577, 0.5701495409011841, 0.5272474884986877, 0.9601157307624817, 0.9681007862091064, 0.8257272243499756, 0.6870757341384888, 0.8728329539299011, 0.058470193296670914, 0.4113125801086426, 0.6504217386245728, 0.05583756044507027, 0.9597997069358826, 0.5403249859809875]",406
3,1.0,3,"[0.6427498459815979, 0.19465923309326172, 0.9923740029335022, 0.06491705030202866, 0.17153260111808777, 0.3464559018611908, 0.6112968325614929, 0.7876766324043274, 0.5474771857261658, 0.5123643279075623, 0.9807089567184448, 0.11059854179620743, 0.2672204375267029, 0.8184248208999634, 0.015168768353760242, 0.8339873552322388]",406
4,1.0,4,"[0.5551241040229797, 0.3913586735725403, 0.43133893609046936, 0.7823044657707214, 0.5894317030906677, 0.2630293667316437, 0.08423805236816406, 0.4364444613456726, 0.11569788306951523, 0.7318392992019653, 0.2203369438648224, 0.28406593203544617, 0.9547503590583801, 0.38748887181282043, 0.24734701216220856, 0.4020841419696808]",406
5,1.0,5,"[0.4798636734485626, 0.21129003167152405, 0.5771346092224121, 0.7620194554328918, 0.2996904253959656, 0.21992354094982147, 0.5086178779602051, 0.8885424733161926, 0.11630991101264954, 0.7288705706596375, 0.8118088245391846, 0.9696545004844666, 0.22616636753082275, 0.7288621068000793, 0.5357545018196106, 0.6642897129058838]",406
6,2.0,1,"[0.45253485441207886, 0.5923427939414978, 0.058180928230285645, 0.08186039328575134, 0.008524181321263313, 0.029519524425268173, 0.4423326551914215, 0.4891040325164795, 0.21838653087615967, 0.5690141320228577, 0.919363796710968, 0.6766974925994873, 0.5993846654891968, 0.5244324207305908, 0.5167821049690247, 0.19515632092952728]",406
1,6.0,1,"[0.03911895677447319, 0.4112388491630554, 0.6931151747703552, 0.16098402440547943, 0.5229096412658691, 0.3905411958694458, 0.4041377902030945, 0.9761865735054016, 0.1490587443113327, 0.31251606345176697, 0.5662612318992615, 0.9386428594589233, 0.6032540202140808, 0.44343069195747375, 0.30813828110694885, 0.43831488490104675]",407
2,1.0,2,"[0.33433374762535095, 0.5085719227790833, 0.46411168575286865, 0.040441956371068954, 0.07929114997386932, 0.13118211925029755, 0.35524070262908936, 0.9270210266113281, 0.022164685651659966, 0.8274688124656677, 0.2530120015144348, 0.745628833770752, 0.1265251636505127, 0.21219660341739655, 0.4283466935157776, 0.0630425289273262]",407
3,1.0,3,"[0.2353123426437378, 0.9603396654129028, 0.5261839032173157, 0.1865629255771637, 0.8678305149078369, 0.41137000918388367, 0.690401554107666, 0.7706061601638794, 0.48287785053253174, 0.40005412697792053, 0.44627976417541504, 0.5190976858139038, 0.08776997029781342, 0.5248737931251526, 0.39379215240478516, 0.6466725468635559]",407
4,1.0,4,"[0.6262522339820862, 0.56076580286026, 0.3067505657672882, 0.6450411677360535, 0.9309089183807373, 0.6554388403892517, 0.3847745358943939, 0.7617424726486206, 0.987517237663269, 0.42530328035354614, 0.2197079211473465, 0.2958684265613556, 0.3398869037628174, 0.8414368629455566, 0.803167462348938, 0.553787112236023]",407
5,1.0,5,"[0.83316570520401, 0.8254018425941467, 0.8018931746482849, 0.7115190029144287, 0.6255768537521362, 0.5635924339294434, 0.6303286552429199, 0.2043515145778656, 0.49578309059143066, 0.2694672644138336, 0.030748678371310234, 0.3651615083217621, 0.09728376567363739, 0.3007130026817322, 0.001136214705184102, 0.043885573744773865]",407
6,1.0,1,"[0.7469666004180908, 0.8045932054519653, 0.896083652973175, 0.8959357738494873, 0.8719555735588074, 0.8871870040893555, 0.15623250603675842, 0.1258855015039444, 0.5387693643569946, 0.268427312374115, 0.3403436541557312, 0.11831306666135788, 0.15421806275844574, 0.7533679604530334, 0.8433895111083984, 0.18075503408908844]",407
1,1.0,1,"[0.7061717510223389, 0.8613523840904236, 0.5595253705978394, 0.7923650145530701, 0.8415226340293884, 0.15411727130413055, 0.7956150770187378, 0.8190374970436096, 0.767139196395874, 0.3492453098297119, 0.536029040813446, 0.9441134929656982, 0.6060271263122559, 0.4297676384449005, 0.10600140690803528, 0.27029702067375183]",408
2,6.0,2,"[0.45508280396461487, 0.4465629458427429, 0.038758110255002975, 0.7231840491294861, 0.9132533669471741, 0.6239168047904968, 0.28936946392059326, 0.07082241773605347, 0.5029181838035583, 0.05045045167207718, 0.2647455334663391, 0.8578185439109802, 0.8357723355293274, 0.9380077719688416, 0.17349573969841003, 0.11756689846515656]",408
3,1.0,3,"[0.426454097032547, 0.00638674246147275, 0.35311955213546753, 0.5783876180648804, 0.16703194379806519, 0.8268313407897949, 0.12681794166564941, 0.4885284900665283, 0.3884091377258301, 0.09883095324039459, 0.24368861317634583, 0.7860848903656006, 0.030810467898845673, 0.059745315462350845, 0.3485225737094879, 0.0650402307510376]",408
4,6.0,4,"[0.15047399699687958, 0.4017302393913269, 0.5289751291275024, 0.1872028261423111, 0.03701881319284439, 0.6052416563034058, 0.9447316527366638, 0.2660391330718994, 0.7912430167198181, 0.3320773243904114, 0.06120334565639496, 0.4031078517436981, 0.32157430052757263, 0.5533170104026794, 0.09435703605413437, 0.6112045645713806]",408
5,1.0,5,"[0.30329039692878723, 0.5700725317001343, 0.9124651551246643, 0.12644851207733154, 0.4034274220466614, 0.4177824556827545, 0.28789663314819336, 0.7094299793243408, 0.9136235117912292, 0.3398607075214386, 0.3605108857154846, 0.6601206064224243, 0.45837658643722534, 0.23679591715335846, 0.6267139315605164, 0.9579668045043945]",408
6,1.0,1,"[0.41502586007118225, 0.7005493640899658, 0.9547001123428345, 0.7803924083709717, 0.1589891016483307, 0.2751500904560089, 0.24732691049575806, 0.37390127778053284, 0.35555827617645264, 0.04311911761760712, 0.5544584393501282, 0.514456033706665, 0.36912745237350464, 0.5484686493873596, 0.4868568778038025, 0.32639265060424805]",408
1,1.0,1,"[0.37892815470695496, 0.5466597676277161, 0.3277670443058014, 0.2898538112640381, 0.5833213925361633, 0.30525633692741394, 0.6875492334365845, 0.46576598286628723, 0.10801487416028976, 0.8780158162117004, 0.511044442653656, 0.36074694991111755, 0.7761884331703186, 0.685906708240509, 0.009358521550893784, 0.8003031611442566]",409
2,6.0,2,"[0.32418137788772583, 0.5527609586715698, 0.8552682399749756, 0.04133811220526695, 0.2007211446762085, 0.2831512987613678, 0.2933361232280731, 0.2878398597240448, 0.507064700126648, 0.0005917687085457146, 0.20726248621940613, 0.6162704825401306, 0.8187969923019409, 0.9797319173812866, 0.506653368473053, 0.20223428308963776]",409
3,1.0,3,"[0.19329142570495605, 0.4000324308872223, 0.7280856966972351, 0.16379322111606598, 0.264186292886734, 0.4270365834236145, 0.4063517153263092, 0.0347939096391201, 0.6599595546722412, 0.2431124895811081, 0.5800968408584595, 0.7885125279426575, 0.5697977542877197, 0.9970699548721313, 0.8328473567962646, 0.4763600826263428]",409
4,1.0,4,"[0.9935193061828613, 0.8541246056556702, 0.43683916330337524, 0.9352282285690308, 0.49455198645591736, 0.8279798626899719, 0.18255501985549927, 0.427234411239624, 0.17659062147140503, 0.4517441391944885, 0.9721294045448303, 0.7724842429161072, 0.23298217356204987, 0.4796953499317169, 0.33753079175949097, 0.8893651962280273]",409
5,1.0,5,"[0.05838960409164429, 0.1211339682340622, 0.7587715983390808, 0.1156589463353157, 0.2021646648645401, 0.5860612392425537, 0.20475542545318604, 0.426268607378006, 0.2794346511363983, 0.5447207093238831, 0.36748021841049194, 0.2566390931606293, 0.13628166913986206, 0.47588014602661133, 0.7754576802253723, 0.9496962428092957]",409
6,1.0,1,"[0.4536338746547699, 0.8962192535400391, 0.27977049350738525, 0.2386622279882431, 0.9518046975135803, 0.03859168291091919, 0.6662312150001526, 0.6722778677940369, 0.20256103575229645, 0.24522708356380463, 0.8292554616928101, 0.8795804381370544, 0.2776462435722351, 0.8575708270072937, 0.8717120885848999, 0.09263414889574051]",409
1,1.0,1,"[0.5725115537643433, 0.45756277441978455, 0.12837782502174377, 0.3400028944015503, 0.5104096531867981, 0.0585651658475399, 0.8702484369277954, 0.6709355711936951, 0.8969756364822388, 0.23691554367542267, 0.8600759506225586, 0.9426497220993042, 0.9717403054237366, 0.5544068813323975, 0.1697106659412384, 0.18204733729362488]",410
2,1.0,2,"[0.13321742415428162, 0.38980424404144287, 0.9825042486190796, 0.8652214407920837, 0.3148825466632843, 0.4871861934661865, 0.39770716428756714, 0.8226698637008667, 0.5578426122665405, 0.2887285649776459, 0.043284330517053604, 0.2653844952583313, 0.28653791546821594, 0.8331649899482727, 0.19995653629302979, 0.871892511844635]",410
3,6.0,3,"[0.3818490505218506, 0.875122606754303, 0.8736746311187744, 0.403839111328125, 0.4066421687602997, 0.2100186049938202, 0.9000107645988464, 0.29622045159339905, 0.4126518666744232, 0.5706527829170227, 0.03233198821544647, 0.6227153539657593, 0.7693507671356201, 0.9862792491912842, 0.5323326587677002, 0.9541711211204529]",410
4,1.0,4,"[0.5282257199287415, 0.3347904682159424, 0.375932902097702, 0.9386337399482727, 0.42648831009864807, 0.4531213343143463, 0.8234474062919617, 0.5175281167030334, 0.9015616178512573, 0.07575558125972748, 0.5871304273605347, 0.8912075757980347, 0.049639396369457245, 0.08230626583099365, 0.6149313449859619, 0.06914885342121124]",410
5,6.0,5,"[0.3941415548324585, 0.2410886138677597, 0.9270638227462769, 0.2357262521982193, 0.7657037973403931, 0.8605640530586243, 0.7288022637367249, 0.5088577270507812, 0.2747178375720978, 0.7032904028892517, 0.2531449496746063, 0.7048921585083008, 0.5402101874351501, 0.4994332790374756, 0.2934409976005554, 0.043619826436042786]",410
6,1.0,1,"[0.4465232789516449, 0.1696578413248062, 0.30774733424186707, 0.09655681252479553, 0.010307117365300655, 0.4054490029811859, 0.36802181601524353, 0.7261295318603516, 0.24090716242790222, 0.6997464895248413, 0.9243093132972717, 0.9279093146324158, 0.3194260001182556, 0.493197500705719, 0.3087851405143738, 0.5722764134407043]",410
1,1.0,1,"[0.17044900357723236, 0.6239650249481201, 0.12565451860427856, 0.09006662666797638, 0.44802728295326233, 0.8862696886062622, 0.528308629989624, 0.27811670303344727, 0.8683789372444153, 0.3799777626991272, 0.7386040687561035, 0.17957307398319244, 0.38196447491645813, 0.8643231987953186, 0.5128260850906372, 0.0013443604111671448]",411
2,1.0,2,"[0.08771227300167084, 0.7133271098136902, 0.6654374599456787, 0.6684790849685669, 0.6040508151054382, 0.22366997599601746, 0.6760886907577515, 0.37825900316238403, 0.4780125319957733, 0.45955464243888855, 0.43427708745002747, 0.2910195291042328, 0.26449280977249146, 0.024783307686448097, 0.15714125335216522, 0.06400397419929504]",411
3,6.0,3,"[0.40492573380470276, 0.35485777258872986, 0.9687064290046692, 0.5256940126419067, 0.1318216174840927, 0.5032627582550049, 0.8236608505249023, 0.06499598920345306, 0.979424238204956, 0.9634432792663574, 0.9739083051681519, 0.06158522516489029, 0.6106593608856201, 0.03742244094610214, 0.7728564143180847, 0.01150247361510992]",411
4,1.0,4,"[0.853458821773529, 0.5771409273147583, 0.7555938959121704, 0.183322936296463, 0.1937275528907776, 0.7021072506904602, 0.7924387454986572, 0.3723059892654419, 0.8132979273796082, 0.974510908126831, 0.249818354845047, 0.2288283109664917, 0.8337236046791077, 0.4495353698730469, 0.11276616156101227, 0.30475300550460815]",411
5,1.0,5,"[0.6349300742149353, 0.5904147624969482, 0.35928869247436523, 0.06149539723992348, 0.801160454750061, 0.5166837573051453, 0.04321669042110443, 0.3537648618221283, 0.3640057444572449, 0.5347225069999695, 0.5701255798339844, 0.8288406133651733, 0.517589807510376, 0.3831311762332916, 0.3452247977256775, 0.1979909986257553]",411
6,6.0,1,"[0.005687217228114605, 0.6382685899734497, 0.24630330502986908, 0.8672791719436646, 0.004652231466025114, 0.3995608985424042, 0.015898829326033592, 0.7368241548538208, 0.22521351277828217, 0.07081829011440277, 0.6497268676757812, 0.4655751883983612, 0.10459306091070175, 0.45016905665397644, 0.8692454695701599, 0.6221011877059937]",411
1,6.0,1,"[0.4145324230194092, 0.4262700378894806, 0.003086079377681017, 0.4187204837799072, 0.7700875401496887, 0.9529473781585693, 0.06123467534780502, 0.3091251254081726, 0.307010680437088, 0.8126601576805115, 0.48378458619117737, 0.18588802218437195, 0.5448075532913208, 0.7551075220108032, 0.8796464204788208, 0.7111252546310425]",412
2,1.0,2,"[0.7767251133918762, 0.5525446534156799, 0.33775028586387634, 0.8743913769721985, 0.42507120966911316, 0.40550097823143005, 0.3416134715080261, 0.7851196527481079, 0.2858665883541107, 0.03360015153884888, 0.4720176160335541, 0.6249966621398926, 0.8324407339096069, 0.11468704789876938, 0.0012940405867993832, 0.17568109929561615]",412
3,6.0,3,"[0.9715614318847656, 0.7986115217208862, 0.9954104423522949, 0.10648903995752335, 0.3008316457271576, 0.6886826157569885, 0.816095232963562, 0.5353814959526062, 0.42543739080429077, 0.09900592267513275, 0.3543010950088501, 0.9885815382003784, 0.9362625479698181, 0.7001323103904724, 0.67610764503479, 0.38868895173072815]",412
4,1.0,4,"[0.08512259274721146, 0.4757249355316162, 0.5586387515068054, 0.780849814414978, 0.18200454115867615, 0.4593682289123535, 0.7490411400794983, 0.695909857749939, 0.8099623918533325, 0.9870622754096985, 0.8417136073112488, 0.702546238899231, 0.21194687485694885, 0.11235535144805908, 0.669204831123352, 0.21406692266464233]",412
5,1.0,5,"[0.5805071592330933, 0.777525782585144, 0.06134791672229767, 0.4532928764820099, 0.3312321603298187, 0.2350229173898697, 0.5018430352210999, 0.8217717409133911, 0.3477556109428406, 0.7160214781761169, 0.5837485194206238, 0.45783400535583496, 0.9384171366691589, 0.7788985371589661, 0.42075344920158386, 0.5229015350341797]",412
6,1.0,1,"[0.1760231852531433, 0.3813602328300476, 0.6401873230934143, 0.23194189369678497, 0.19851064682006836, 0.6919161081314087, 0.07779354602098465, 0.947240948677063, 0.3913044035434723, 0.8079847693443298, 0.15392223000526428, 0.8151432871818542, 0.2232215851545334, 0.616730272769928, 0.28155970573425293, 0.2319084107875824]",412
1,1.0,1,"[0.8305746912956238, 0.9632608890533447, 0.9117364883422852, 0.7395074367523193, 0.7942893505096436, 0.33948829770088196, 0.7907428741455078, 0.10342861711978912, 0.9558106064796448, 0.10932300239801407, 0.4458025097846985, 0.9403777122497559, 0.8318186402320862, 0.405270516872406, 0.40210291743278503, 0.8511211276054382]",413
2,6.0,2,"[0.5674036741256714, 0.30850520730018616, 0.7046566009521484, 0.5083418488502502, 0.35767632722854614, 0.10652226954698563, 0.9007619619369507, 0.4512055516242981, 0.6508330702781677, 0.8414855599403381, 0.6803755760192871, 0.7883085608482361, 0.636985719203949, 0.3967289626598358, 0.21855555474758148, 0.5569688677787781]",413
3,1.0,3,"[0.9437838792800903, 0.8056731224060059, 0.7924375534057617, 0.7126703262329102, 0.5975118279457092, 0.6858508586883545, 0.7276932001113892, 0.09107157588005066, 0.40496596693992615, 0.8976787328720093, 0.9536149501800537, 0.9614399671554565, 0.14346572756767273, 0.8989214301109314, 0.6962277889251709, 0.18994665145874023]",413
4,1.0,4,"[0.4379318654537201, 0.6987388730049133, 0.07756202667951584, 0.07940994948148727, 0.021131640300154686, 0.22864557802677155, 0.5435404181480408, 0.8833030462265015, 0.10509347170591354, 0.12022830545902252, 0.01816684752702713, 0.8976097702980042, 0.382631778717041, 0.15772338211536407, 0.7598640322685242, 0.49437761306762695]",413
5,1.0,5,"[0.06557341665029526, 0.3444960415363312, 0.3574488162994385, 0.21285419166088104, 0.5027036070823669, 0.09700676053762436, 0.31025010347366333, 0.5347092747688293, 0.8716069459915161, 0.3012409806251526, 0.031152062118053436, 0.6889816522598267, 0.2586609125137329, 0.315415620803833, 0.5151287317276001, 0.11604123562574387]",413
6,1.0,1,"[0.007277072407305241, 0.4582677185535431, 0.9337027668952942, 0.9955406188964844, 0.7718724012374878, 0.31282365322113037, 0.7554888725280762, 0.5814486145973206, 0.4630225896835327, 0.4586787819862366, 0.6448191404342651, 0.5941566228866577, 0.930226743221283, 0.061369795352220535, 0.969302237033844, 0.31328409910202026]",413
1,1.0,1,"[0.6516006588935852, 0.7860510945320129, 0.4564155638217926, 0.4367523193359375, 0.6258420348167419, 0.1379190981388092, 0.32226353883743286, 0.28581395745277405, 0.705686628818512, 0.8619314432144165, 0.3712507486343384, 0.7588953971862793, 0.42816153168678284, 0.3371259868144989, 0.8050432801246643, 0.06501252204179764]",414
2,1.0,2,"[0.8527310490608215, 0.9388892650604248, 0.46357694268226624, 0.03872726857662201, 0.9997350573539734, 0.09773827344179153, 0.05210410803556442, 0.4326865077018738, 0.480455607175827, 0.7011494636535645, 0.19631706178188324, 0.7852635979652405, 0.46689024567604065, 0.9549691081047058, 0.44017311930656433, 0.7644718289375305]",414
3,1.0,3,"[0.17775186896324158, 0.2620718777179718, 0.3542904555797577, 0.7611408829689026, 0.26830995082855225, 0.7830182909965515, 0.8219836354255676, 0.545640766620636, 0.47388744354248047, 0.5516418218612671, 0.3307655453681946, 0.5861269235610962, 0.7187385559082031, 0.7931993007659912, 0.9942231178283691, 0.7855090498924255]",414
4,6.0,4,"[0.06564881652593613, 0.08453203737735748, 0.22486037015914917, 0.8663755655288696, 0.7671637535095215, 0.25150102376937866, 0.991535484790802, 0.6284835338592529, 0.8975813388824463, 0.7192820906639099, 0.6632330417633057, 0.03200617432594299, 0.7366659641265869, 0.9394162893295288, 0.3493790626525879, 0.20965084433555603]",414
5,1.0,5,"[0.03266805410385132, 0.7447367906570435, 0.08728450536727905, 0.8942378163337708, 0.19617201387882233, 0.9874038696289062, 0.607984721660614, 0.5310450196266174, 0.6808071136474609, 0.5897151827812195, 0.5041772127151489, 0.2271370142698288, 0.6215339303016663, 0.7398096323013306, 0.06942716985940933, 0.8878756165504456]",414
6,1.0,1,"[0.9178653359413147, 0.8550057411193848, 0.2600327730178833, 0.08197971433401108, 0.9116631150245667, 0.6114950180053711, 0.7495890259742737, 0.6836686730384827, 0.9391937851905823, 0.9230666756629944, 0.0021635456942021847, 0.03394683822989464, 0.4192748963832855, 0.042950570583343506, 0.3796709477901459, 0.9752163290977478]",414
1,1.0,1,"[0.2840263843536377, 0.29043903946876526, 0.2241688072681427, 0.9731472730636597, 0.41361233592033386, 0.47336769104003906, 0.6333223581314087, 0.10755470395088196, 0.4980468153953552, 0.10944032669067383, 0.14093884825706482, 0.23546160757541656, 0.6600114703178406, 0.34789976477622986, 0.5760619640350342, 0.9394751191139221]",415
2,1.0,2,"[0.18777504563331604, 0.2172483652830124, 0.0287955179810524, 0.7375686764717102, 0.09619752317667007, 0.6103714108467102, 0.14139670133590698, 0.10798406600952148, 0.34314966201782227, 0.15626339614391327, 0.3128499984741211, 0.056766413152217865, 0.2716439664363861, 0.32235270738601685, 0.6844434142112732, 0.6280456781387329]",415
3,1.0,3,"[0.36300182342529297, 0.5989978313446045, 0.8274185061454773, 0.035187575966119766, 0.2097180038690567, 0.5515472292900085, 0.16638676822185516, 0.027321411296725273, 0.7229917645454407, 0.5851701498031616, 0.8774849772453308, 0.8782390356063843, 0.9422102570533752, 0.33629634976387024, 0.04613279178738594, 0.0339309424161911]",415
4,1.0,4,"[0.36273330450057983, 0.13277848064899445, 0.07986709475517273, 0.5220333933830261, 0.7278079986572266, 0.41960999369621277, 0.3202100098133087, 0.3579716384410858, 0.3586362302303314, 0.721213698387146, 0.10317122936248779, 0.7033947110176086, 0.12065602093935013, 0.5708650946617126, 0.3811279833316803, 0.09363412111997604]",415
5,6.0,5,"[0.851743221282959, 0.31277912855148315, 0.9156650900840759, 0.6999572515487671, 0.8015245795249939, 0.3225092589855194, 0.40861231088638306, 0.63615483045578, 0.9034368991851807, 0.6955048441886902, 0.9687231183052063, 0.5181959271430969, 0.5153202414512634, 0.18558326363563538, 0.4692385196685791, 0.737354576587677]",415
6,1.0,1,"[0.450516015291214, 0.6438276767730713, 0.5847613215446472, 0.9059678912162781, 0.9211721420288086, 0.4240301251411438, 0.6326783299446106, 0.14027553796768188, 0.5500486493110657, 0.16175611317157745, 0.5452732443809509, 0.15726591646671295, 0.04393577575683594, 0.7829149961471558, 0.16249294579029083, 0.8399206399917603]",415
1,1.0,1,"[0.698233425617218, 0.6093316674232483, 0.9387279748916626, 0.30254289507865906, 0.2903234660625458, 0.5399071574211121, 0.17542506754398346, 0.05710674449801445, 0.9996334910392761, 0.8031042814254761, 0.1597573608160019, 0.7223153114318848, 0.4850924015045166, 0.34133872389793396, 0.7110698223114014, 0.5389530062675476]",416
2,1.0,2,"[0.6430037617683411, 0.2907043695449829, 0.3372836410999298, 0.4584961235523224, 0.11623000353574753, 0.8211540579795837, 0.1545492708683014, 0.9755038619041443, 0.4781202971935272, 0.60404372215271, 0.053610846400260925, 0.6404614448547363, 0.31491750478744507, 0.6548582911491394, 0.6089360117912292, 0.4796265661716461]",416
3,1.0,3,"[0.7501188516616821, 0.4362265169620514, 0.8985260128974915, 0.8574585914611816, 0.33696895837783813, 0.5766004920005798, 0.20531702041625977, 0.10900307446718216, 0.07690655440092087, 0.6669334173202515, 0.6816749572753906, 0.7472437620162964, 0.26743084192276, 0.12055428326129913, 0.4549521207809448, 0.023166660219430923]",416
4,1.0,4,"[0.1409316062927246, 0.2587985694408417, 0.677452802658081, 0.9324991106987, 0.5366674661636353, 0.11725304275751114, 0.36264926195144653, 0.30298566818237305, 0.6033000946044922, 0.563137948513031, 0.7102657556533813, 0.5008928179740906, 0.5087668895721436, 0.8344293236732483, 0.5858229398727417, 0.8569489121437073]",416
5,1.0,5,"[0.5484577417373657, 0.683643639087677, 0.4353296756744385, 0.7395809888839722, 0.6967700719833374, 0.822961151599884, 0.26486310362815857, 0.5573417544364929, 0.9757289886474609, 0.9681073427200317, 0.013026181608438492, 0.3276241719722748, 0.1902317851781845, 0.44212397933006287, 0.8992935419082642, 0.18056948482990265]",416
6,1.0,1,"[0.1107252985239029, 0.3511838912963867, 0.019357558339834213, 0.12747769057750702, 0.14976076781749725, 0.9615970253944397, 0.27497777342796326, 0.7106067538261414, 0.8842691779136658, 0.5135728716850281, 0.055662188678979874, 0.85005784034729, 0.8976126313209534, 0.2028793841600418, 0.9028462767601013, 0.1988549530506134]",416
1,1.0,1,"[0.7263506054878235, 0.724952757358551, 0.9209092259407043, 0.48071902990341187, 0.719666600227356, 0.8047696948051453, 0.1993771642446518, 0.9178271293640137, 0.6167410016059875, 0.5088772177696228, 0.8357866406440735, 0.21647316217422485, 0.9490519762039185, 0.2551620304584503, 0.8267878890037537, 0.7457324266433716]",417
2,1.0,2,"[0.834406852722168, 0.03468884527683258, 0.11558439582586288, 0.6981577277183533, 0.2195531129837036, 0.07495652884244919, 0.6896342635154724, 0.4305199384689331, 0.5222960710525513, 0.7447552680969238, 0.33708640933036804, 0.9165075421333313, 0.8338506817817688, 0.5979267954826355, 0.618023157119751, 0.2854709029197693]",417
3,1.0,3,"[0.5478903651237488, 0.8965442776679993, 0.16241393983364105, 0.46329283714294434, 0.4662163257598877, 0.7469067573547363, 0.21559643745422363, 0.9279366731643677, 0.07059930264949799, 0.17745870351791382, 0.08731453865766525, 0.8254689574241638, 0.7653327584266663, 0.1735331118106842, 0.8976160883903503, 0.19623437523841858]",417
4,1.0,4,"[0.5862677693367004, 0.26224979758262634, 0.6357349753379822, 0.25054696202278137, 0.07557233422994614, 0.46476665139198303, 0.3700292706489563, 0.5864631533622742, 0.8114417791366577, 0.8943185806274414, 0.6761167645454407, 0.20776183903217316, 0.6641342639923096, 0.3623739778995514, 0.1347392350435257, 0.665973961353302]",417
5,1.0,5,"[0.3502875566482544, 0.16589562594890594, 0.7747196555137634, 0.25872862339019775, 0.7396196126937866, 0.8408624529838562, 0.7248238325119019, 0.2485026866197586, 0.3729845881462097, 0.18302981555461884, 0.3632007837295532, 0.9107646346092224, 0.3562069833278656, 0.28193989396095276, 0.32136425375938416, 0.5655218362808228]",417
